"scaffold_name","GeneID","TranscriptID","Feature","Contig","Start","Stop","Strand","Name","Product","Alias.Synonyms","EC_number","BUSCO","PFAM","InterPro","EggNog","COG","GO.Terms","Secreted","Membrane","Protease","CAZyme","Notes","begin","end","pos.mean","pos.begin","pos.end","pos.scaffold","window","variable","value","analysis","i.begin","i.end"
"CCBN010000001.1","gene-BN980_GECA01s09569g","gene-BN980_GECA01s09569g-T1","mRNA","CCBN010000001.1",2096015,2097325,"-","ATE1","Arginyl-tRNA--protein transferase 1",NA,"2.3.2.8","EOG093422NO","PF04376;PF04377","IPR007471 N-end aminoacyl transferase, N-terminal;IPR007472 N-end rule aminoacyl transferase, C-terminal;IPR016181 Acyl-CoA N-acyltransferase;IPR017137 Arginine-tRNA-protein transferase 1, eukaryotic;IPR030700 N-end rule aminoacyl transferase","ENOG503NX69","O:(O) Posttranslational modification, protein turnover, chaperones","GO_function: GO:0004057 - arginyltransferase activity [Evidence IEA];GO_process: GO:0016598 - protein arginylation [Evidence IEA]",NA,NA,"","","",2096015,2097325,2098.7505,2095.001,2102.5,1,420,"Cheese_1_Mixed-origin",0.0201930434782609,"dxy",2095001,2102500
"CCBN010000001.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323.7505,2320.001,2327.5,1,465,"Cheese_1_Mixed-origin",0.0265497474316912,"dxy",2320001,2327500
"CCBN010000001.1","gene-BN980_GECA01s10581g","gene-BN980_GECA01s10581g-T1","mRNA","CCBN010000001.1",2330368,2331732,"-","","conserved hypothetical protein. Putative C2H2 transcription factor (RfeC)",NA,"","","","IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily","ENOG503NWFS","S:(S) Function unknown","",NA,NA,"","","",2330368,2331732,2328.7505,2325.001,2332.5,1,466,"Cheese_1_Mixed-origin",0.0215054106280193,"dxy",2325001,2332500
"CCBN010000001.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.7505,720.001,727.5,1,145,"Cheese_1_Wild",0.0256197377501725,"dxy",720001,727500
"CCBN010000001.1","gene-BN980_GECA01s03585g","gene-BN980_GECA01s03585g-T1","mRNA","CCBN010000001.1",756527,757162,"-","TOM20","mitochondrial import receptor subunit tom20",NA,"","EOG09344ISH","PF02064","IPR002056 Protein import receptor MAS20;IPR023392 Mitochondrial outer membrane translocase complex, Tom20 domain superfamily","ENOG503P2QG","U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_component: GO:0005742 - mitochondrial outer membrane translocase complex [Evidence IEA];GO_process: GO:0006605 - protein targeting [Evidence IEA];GO_process: GO:0006886 - intracellular protein transport [Evidence IEA]",NA,NA,"","","",756527,757162,758.7505,755.001,762.5,1,152,"Cheese_1_Wild",0.0266998205659075,"dxy",755001,762500
"CCBN010000001.1","gene-BN980_GECA01s03596g","gene-BN980_GECA01s03596g-T1","mRNA","CCBN010000001.1",759711,761390,"+","XUT1_1","Quinate permease",NA,"","","PF00083;PF07690","IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJH","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",759711,761390,758.7505,755.001,762.5,1,152,"Cheese_1_Wild",0.0266998205659075,"dxy",755001,762500
"CCBN010000001.1","gene-BN980_GECA01s03596g","gene-BN980_GECA01s03596g-T1","mRNA","CCBN010000001.1",759711,761390,"+","XUT1_1","Quinate permease",NA,"","","PF00083;PF07690","IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJH","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",759711,761390,763.7505,760.001,767.5,1,153,"Cheese_1_Wild",0.0289888198757764,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03618g","gene-BN980_GECA01s03618g-T1","mRNA","CCBN010000001.1",765389,765937,"+","","hypothetical protein",NA,"","","PF00011","IPR002068 Alpha crystallin/Hsp20 domain;IPR008978 HSP20-like chaperone;IPR031107 Small heat shock protein HSP20","ENOG503P288","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","similar to Saccharomyces cerevisiae YBR072W HSP26 Small heat shock protein (sHSP) with chaperone activity",765389,765937,763.7505,760.001,767.5,1,153,"Cheese_1_Wild",0.0289888198757764,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03629g","gene-BN980_GECA01s03629g-T1","mRNA","CCBN010000001.1",766282,766794,"+","","hypothetical protein",NA,"","","PF13664","IPR025423 Domain of unknown function DUF4149","ENOG503P3JE","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPR098C Protein of unknown function",766282,766794,763.7505,760.001,767.5,1,153,"Cheese_1_Wild",0.0289888198757764,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s07336g","gene-BN980_GECA01s07336g-T1","mRNA","CCBN010000001.1",1565769,1567250,"+","","hypothetical protein",NA,"","","PF07690","IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NWXD","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YOL119C MCH4 Protein with similarity to mammalian monocarboxylate permeases",1565769,1567250,1568.7505,1565.001,1572.5,1,314,"Cheese_1_Wild",0.0269083505866115,"dxy",1565001,1572500
"CCBN010000001.1","gene-BN980_GECA01s07369g","gene-BN980_GECA01s07369g-T1","mRNA","CCBN010000001.1",1570137,1572002,"+","","hypothetical protein",NA,"","","","IPR038921 Uncharacterized protein YOR389W-like","ENOG503NZRF","","",NA,NA,"","","similar to Saccharomyces cerevisiae YOR389W Putative protein of unknown function",1570137,1572002,1568.7505,1565.001,1572.5,1,314,"Cheese_1_Wild",0.0269083505866115,"dxy",1565001,1572500
"CCBN010000001.1","gene-BN980_GECA01s10581g","gene-BN980_GECA01s10581g-T1","mRNA","CCBN010000001.1",2330368,2331732,"-","","conserved hypothetical protein. Putative C2H2 transcription factor (RfeC)",NA,"","","","IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily","ENOG503NWFS","S:(S) Function unknown","",NA,NA,"","","",2330368,2331732,2328.7505,2325.001,2332.5,1,466,"Cheese_1_Wild",0.0251741200828157,"dxy",2325001,2332500
"CCBN010000001.1","gene-BN980_GECA01s10845g","gene-BN980_GECA01s10845g-T1","mRNA","CCBN010000001.1",2408856,2411909,"+","GCV2","glycine decarboxylase subunit P",NA,"1.4.4.2","EOG09340BG2","PF02347","IPR003437 Glycine dehydrogenase (decarboxylating);IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015422 Pyridoxal phosphate-dependent transferase, small domain;IPR015424 Pyridoxal phosphate-dependent transferase;IPR020581 Glycine cleavage system P protein","ENOG503NWQC","E:(E) Amino acid transport and metabolism","GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0004375 - glycine dehydrogenase (decarboxylating) activity [Evidence IEA];GO_process: GO:0006544 - glycine metabolic process [Evidence IEA];GO_process: GO:0006546 - glycine catabolic process [Evidence IEA]",NA,NA,"","","",2408856,2411909,2413.7505,2410.001,2417.5,1,483,"Cheese_1_Wild",0.0286107936507937,"dxy",2410001,2417500
"CCBN010000001.1","gene-BN980_GECA01s00615g","gene-BN980_GECA01s00615g-T1","mRNA","CCBN010000001.1",149428,152892,"+","","hypothetical protein",NA,"","","","","","","",NA,NA,"","","similar to Saccharomyces cerevisiae YDR356W SPC110 Inner plaque spindle pole body (SPB) component,ortholog of human kendrin",149428,152892,153.7505,150.001,157.5,1,31,"Cheese_3_Mixed-origin",0.0155534391534392,"dxy",150001,157500
"CCBN010000001.1","gene-BN980_GECA01s00631r","gene-BN980_GECA01s00631r-T1","tRNA","CCBN010000001.1",155366,155436,"+","","tRNA-Gly",NA,"","","","","","","",NA,NA,"","","",155366,155436,153.7505,150.001,157.5,1,31,"Cheese_3_Mixed-origin",0.0155534391534392,"dxy",150001,157500
"CCBN010000001.1","gene-BN980_GECA01s01055g","gene-BN980_GECA01s01055g-T1","mRNA","CCBN010000001.1",229481,230539,"+","GRP2_1","Glycine-rich RNA-binding protein 2, mitochondrial",NA,"1.1.1.283","","PF01073;PF01370","IPR001509 NAD-dependent epimerase/dehydratase;IPR036291 NAD(P)-binding domain superfamily","ENOG503NVWR","V:(V) Defense mechanisms","GO_function: GO:0003824 - catalytic activity [Evidence IEA]",NA,NA,"","","",229481,230539,228.7505,225.001,232.5,1,46,"Cheese_3_Mixed-origin",0.0155385185185185,"dxy",225001,232500
"CCBN010000001.1","gene-BN980_GECA01s03596g","gene-BN980_GECA01s03596g-T1","mRNA","CCBN010000001.1",759711,761390,"+","XUT1_1","Quinate permease",NA,"","","PF00083;PF07690","IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJH","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",759711,761390,763.7505,760.001,767.5,1,153,"Cheese_3_Mixed-origin",0.0156444043446686,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03618g","gene-BN980_GECA01s03618g-T1","mRNA","CCBN010000001.1",765389,765937,"+","","hypothetical protein",NA,"","","PF00011","IPR002068 Alpha crystallin/Hsp20 domain;IPR008978 HSP20-like chaperone;IPR031107 Small heat shock protein HSP20","ENOG503P288","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","similar to Saccharomyces cerevisiae YBR072W HSP26 Small heat shock protein (sHSP) with chaperone activity",765389,765937,763.7505,760.001,767.5,1,153,"Cheese_3_Mixed-origin",0.0156444043446686,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03629g","gene-BN980_GECA01s03629g-T1","mRNA","CCBN010000001.1",766282,766794,"+","","hypothetical protein",NA,"","","PF13664","IPR025423 Domain of unknown function DUF4149","ENOG503P3JE","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPR098C Protein of unknown function",766282,766794,763.7505,760.001,767.5,1,153,"Cheese_3_Mixed-origin",0.0156444043446686,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03618g","gene-BN980_GECA01s03618g-T1","mRNA","CCBN010000001.1",765389,765937,"+","","hypothetical protein",NA,"","","PF00011","IPR002068 Alpha crystallin/Hsp20 domain;IPR008978 HSP20-like chaperone;IPR031107 Small heat shock protein HSP20","ENOG503P288","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","similar to Saccharomyces cerevisiae YBR072W HSP26 Small heat shock protein (sHSP) with chaperone activity",765389,765937,768.7505,765.001,772.5,1,154,"Cheese_3_Mixed-origin",0.0160364964343225,"dxy",765001,772500
"CCBN010000001.1","gene-BN980_GECA01s03629g","gene-BN980_GECA01s03629g-T1","mRNA","CCBN010000001.1",766282,766794,"+","","hypothetical protein",NA,"","","PF13664","IPR025423 Domain of unknown function DUF4149","ENOG503P3JE","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPR098C Protein of unknown function",766282,766794,768.7505,765.001,772.5,1,154,"Cheese_3_Mixed-origin",0.0160364964343225,"dxy",765001,772500
"CCBN010000001.1","gene-BN980_GECA01s03651g","gene-BN980_GECA01s03651g-T1","mRNA","CCBN010000001.1",770350,771831,"+","STE24","zinc metalloprotease",NA,"3.4.24.84","EOG09342EAB","PF01435;PF16491","IPR001915 Peptidase M48;IPR027057 CAAX prenyl protease 1;IPR032456 CAAX prenyl protease 1, N-terminal","ENOG503NUIC","O:(O) Posttranslational modification, protein turnover, chaperones","GO_function: GO:0004222 - metalloendopeptidase activity [Evidence IEA];GO_function: GO:0008233 - peptidase activity [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA];GO_process: GO:0071586 - CAAX-box protein processing [Evidence IEA]",NA,NA,"M48A","","",770350,771831,768.7505,765.001,772.5,1,154,"Cheese_3_Mixed-origin",0.0160364964343225,"dxy",765001,772500
"CCBN010000001.1","gene-BN980_GECA01s03662g","gene-BN980_GECA01s03662g-T1","mRNA","CCBN010000001.1",772192,773642,"-","","hypothetical protein",NA,"","EOG09342ZWS","PF10998","IPR021261 Glycerophosphocholine acyltransferase 1","ENOG503NV8P","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YGR149W Putative protein of unknown function",772192,773642,768.7505,765.001,772.5,1,154,"Cheese_3_Mixed-origin",0.0160364964343225,"dxy",765001,772500
"CCBN010000001.1","gene-BN980_GECA01s04036g","gene-BN980_GECA01s04036g-T1","mRNA","CCBN010000001.1",839193,840725,"-","","hypothetical protein",NA,"","","PF00169","IPR001849 Pleckstrin homology domain;IPR011993 PH-like domain superfamily;IPR027267 AH/BAR domain superfamily","ENOG503NV8W","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YIL105C SLM1 Phosphoinositide PI4,5P(2) binding protein",839193,840725,843.7505,840.001,847.5,1,169,"Cheese_3_Mixed-origin",0.0183303703703704,"dxy",840001,847500
"CCBN010000001.1","gene-BN980_GECA01s04080g","gene-BN980_GECA01s04080g-T1","mRNA","CCBN010000001.1",845618,847609,"+","","hypothetical protein, no similarity",NA,"","","","IPR008906 HAT, C-terminal dimerisation domain;IPR012337 Ribonuclease H-like superfamily","","","GO_function: GO:0046983 - protein dimerization activity [Evidence IEA]",NA,NA,"","","",845618,847609,843.7505,840.001,847.5,1,169,"Cheese_3_Mixed-origin",0.0183303703703704,"dxy",840001,847500
"CCBN010000001.1","gene-BN980_GECA01s06181g","gene-BN980_GECA01s06181g-T1","mRNA","CCBN010000001.1",1295922,1297628,"+","PHO84_1","Inorganic phosphate transporter pho84",NA,"","","PF00083;PF07690","IPR004738 Phosphate permease;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NTWV","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_function: GO:0005315 - inorganic phosphate transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA];GO_process: GO:0006817 - phosphate ion transport [Evidence IEA]",NA,NA,"","","",1295922,1297628,1298.7505,1295.001,1302.5,1,260,"Cheese_3_Mixed-origin",0.0166192914653784,"dxy",1295001,1302500
"CCBN010000001.1","gene-BN980_GECA01s06192g","gene-BN980_GECA01s06192g-T1","mRNA","CCBN010000001.1",1299328,1301592,"-","","hypothetical protein",NA,"","EOG093431R5","PF04410","IPR007504 H/ACA ribonucleoprotein complex, subunit Gar1/Naf1;IPR009000 Translation protein, beta-barrel domain superfamily;IPR038664 H/ACA RNP complex subunit Gar1/Naf1, Cbf5-binding domain;IPR040309 H/ACA ribonucleoprotein complex non-core subunit Naf1","ENOG503NY8R","S:(S) Function unknown","GO_component: GO:0005732 - sno(s)RNA-containing ribonucleoprotein complex [Evidence IEA];GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_process: GO:0000493 - box H/ACA snoRNP assembly [Evidence IEA];GO_process: GO:0042254 - ribosome biogenesis [Evidence IEA];GO_process: GO:0001522 - pseudouridine synthesis [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YNL124W NAF1 RNA-binding protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing",1299328,1301592,1298.7505,1295.001,1302.5,1,260,"Cheese_3_Mixed-origin",0.0166192914653784,"dxy",1295001,1302500
"CCBN010000001.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.7505,720.001,727.5,1,145,"Cheese_3_Wild",0.0254365079365079,"dxy",720001,727500
"CCBN010000001.1","gene-BN980_GECA01s07336g","gene-BN980_GECA01s07336g-T1","mRNA","CCBN010000001.1",1565769,1567250,"+","","hypothetical protein",NA,"","","PF07690","IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NWXD","G:(G) Carbohydrate transport and metabolism","GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YOL119C MCH4 Protein with similarity to mammalian monocarboxylate permeases",1565769,1567250,1568.7505,1565.001,1572.5,1,314,"Cheese_3_Wild",0.026918253968254,"dxy",1565001,1572500
"CCBN010000001.1","gene-BN980_GECA01s07369g","gene-BN980_GECA01s07369g-T1","mRNA","CCBN010000001.1",1570137,1572002,"+","","hypothetical protein",NA,"","","","IPR038921 Uncharacterized protein YOR389W-like","ENOG503NZRF","","",NA,NA,"","","similar to Saccharomyces cerevisiae YOR389W Putative protein of unknown function",1570137,1572002,1568.7505,1565.001,1572.5,1,314,"Cheese_3_Wild",0.026918253968254,"dxy",1565001,1572500
"CCBN010000001.1","gene-BN980_GECA01s07754g","gene-BN980_GECA01s07754g-T1","mRNA","CCBN010000001.1",1656438,1657451,"-","GRE2_6","methylglyoxal reductase (NADPH-dependent) gre2",NA,"1.1.1.283","","PF01073;PF01370;PF07993","IPR001509 NAD-dependent epimerase/dehydratase;IPR036291 NAD(P)-binding domain superfamily","ENOG503NVWR","V:(V) Defense mechanisms","GO_function: GO:0003824 - catalytic activity [Evidence IEA]",NA,NA,"","","",1656438,1657451,1658.7505,1655.001,1662.5,1,332,"Cheese_3_Wild",0.0235121118012422,"dxy",1655001,1662500
"CCBN010000001.1","gene-BN980_GECA01s07776g","gene-BN980_GECA01s07776g-T1","mRNA","CCBN010000001.1",1661082,1661407,"-","TMA7","Translation machinery-associated protein 7",NA,"","","PF09072","IPR015157 Translation machinery associated TMA7","ENOG503Q1CH","S:(S) Function unknown","",NA,NA,"","","",1661082,1661407,1658.7505,1655.001,1662.5,1,332,"Cheese_3_Wild",0.0235121118012422,"dxy",1655001,1662500
"CCBN010000001.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2318.7505,2315.001,2322.5,1,464,"Cheese_3_Wild",0.0269125925925926,"dxy",2315001,2322500
"CCBN010000001.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323.7505,2320.001,2327.5,1,465,"Cheese_3_Wild",0.0281504761904762,"dxy",2320001,2327500
"CCBN010000001.1","gene-BN980_GECA01s10845g","gene-BN980_GECA01s10845g-T1","mRNA","CCBN010000001.1",2408856,2411909,"+","GCV2","glycine decarboxylase subunit P",NA,"1.4.4.2","EOG09340BG2","PF02347","IPR003437 Glycine dehydrogenase (decarboxylating);IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015422 Pyridoxal phosphate-dependent transferase, small domain;IPR015424 Pyridoxal phosphate-dependent transferase;IPR020581 Glycine cleavage system P protein","ENOG503NWQC","E:(E) Amino acid transport and metabolism","GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0004375 - glycine dehydrogenase (decarboxylating) activity [Evidence IEA];GO_process: GO:0006544 - glycine metabolic process [Evidence IEA];GO_process: GO:0006546 - glycine catabolic process [Evidence IEA]",NA,NA,"","","",2408856,2411909,2413.7505,2410.001,2417.5,1,483,"Cheese_3_Wild",0.028327839889579,"dxy",2410001,2417500
